type,id,properties.@id,properties.amenity,properties.area,properties.brand,properties.brand:wikidata,properties.description,properties.opening_hours,properties.short_name,properties.socket:tesla_supercharger,properties.website,geometry.type,geometry.coordinates,properties.capacity,properties.name,properties.operator,properties.operator:wikidata,properties.access,properties.fee,properties.bicycle,properties.motor_vehicle,properties.socket:type2,properties.socket:type2:output,properties.source,properties.addr:housenumber,properties.addr:street,properties.addr:suburb,properties.socket:type1_combo:output,properties.brand:wikipedia,properties.operator:wikipedia,properties.socket:type1,properties.socket:tesla,properties.socket:tesla_supercharger:output,properties.socket:tesla_supercharger_ccs,properties.socket:tesla_supercharger_ccs:output,properties.addr:city,properties.addr:country,properties.addr:postcode,properties.addr:state,properties.location,properties.addr:unit,properties.authentication:app,properties.authentication:nfc,properties.socket:chademo,properties.socket:chademo:output,properties.socket:type2_combo,properties.socket:type2_combo:output,properties.motorcar,properties.note,properties.parking:fee,properties.ref:ocm,properties.socket:type1:output,properties.scooter,properties.access:note,properties.alt_name,properties.authentication:none,properties.output,properties.charging_station:output,properties.charge,properties.network,properties.temporary:access,properties.covered,properties.level,properties.source:operator,properties.payment:app,properties.fixme,properties.ref,properties.socket:tesla_destination,properties.socket:tesla_standard,properties.socket:tesla_standard:output,properties.authentication:membership_card,properties.maxstay,properties.socket:tesla_destination:output,properties.payment,properties.voltage,properties.payment:credit_cards,properties.manufacturer,properties.operator:website,properties.socket:type2_cable,properties.no:network,properties.payment:contactless,properties.socket:type1_combo,properties.bus,properties.hgv,properties.payment:none,properties.motorcycle,properties.amperage,properties.payment:free,properties.not:brand:wikidata,properties.phone:AU,properties.addr:floor,properties.addr:housename,properties.office,properties.phone,properties.start_date,properties.wikidata,properties.survey:date,properties.payment:via_tesla_app,properties.socket:type2:power,properties.socket:j1772,properties.socket:type2:current,properties.socket:type2:voltage,properties.payment:tap_to_pay,properties.socket:type2_cable:current,properties.socket:type2_cable:output,properties.socket:type2_cable:voltage,properties.parking,properties.payment:via_app,properties.socket:wall,properties.url,properties.network:wikidata,properties.socket,properties.indoor,properties.branch,properties.payment:cash,properties.payment:coins,properties.payment:mastercard,properties.payment:visa,properties.check_date,properties.construction,properties.payment:debit_cards,properties.ele,properties.payment:cards,properties.payment:membership_card,properties.payment:qr_code,properties.not:operator:wikidata,properties.socket:unknown,properties.payment:apple_pay,properties.man_made,properties.socket:ccs:output
Feature,node/6456735596,node/6456735596,charging_station,,ChargePoint,Q5176149,,,,,,Point,"[145.165502, -37.8748303]",,,ChargePoint,Q5176149,,,,,,,,,,,,en:ChargePoint,en:ChargePoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6460533136,node/6460533136,charging_station,,Tesla Supercharger,Q17089620,Tesla Supercharger,,Tesla,4,,Point,"[153.0404982, -27.4517194]",4,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,,,120 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6460563175,node/6460563175,charging_station,,Tesla Supercharger,Q17089620,Tesla Supercharger,,Tesla,8,,Point,"[153.4271031, -28.0353737]",8,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,en:Tesla Supercharger,,,,120 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6460580922,node/6460580922,charging_station,,"Tesla, Inc.",Q478214,Knockrow Supercharger,24/7,Tesla,6,,Point,"[153.5347035, -28.7495635]",6,,"Tesla, Inc.",Q478214,,yes,,,,,,,,,,en:Tesla Supercharger,"en:Tesla, Inc.",,,120 kW,6,120 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6460587589,node/6460587589,charging_station,,Tesla Supercharger,Q17089620,Port Macquarie Supercharger,24/7,Tesla,6,,Point,"[152.8236754, -31.4361396]",6,Tesla Supercharger,"Tesla, Inc.",Q478214,,yes,,,,,,,,,,en:Tesla Supercharger,,,,120 kW,6,120 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6460737186,node/6460737186,charging_station,,,,,,,,,Point,"[144.3612324, -38.1433232]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6460781765,node/6460781765,charging_station,,,,NRMA Fast Charger,,,,,Point,"[148.6197273, -36.4160168]",2,,NRMA,Q6955173,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6460796546,node/6460796546,charging_station,,,,NRMA Fast Charger,,,,,Point,"[147.2036752, -33.9237229]",,,NRMA,Q6955173,,,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6460798626,node/6460798626,charging_station,,,,NRMA Fast Charger,,,,,Point,"[148.2950671, -34.3117299]",1,,NRMA,Q6955173,,no,,,,,,,,,,,,,,,,,,,,,,,,,1,50 kW,1,50 kW,,,no,,,,,,yes,,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6460800322,node/6460800322,charging_station,,,,NRMA Fast Charger,,,,,Point,"[148.1726877, -33.1375197]",,,NRMA,Q6955173,,,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6485877929,node/6485877929,charging_station,,,,RAC Electric Charging Station,,,,,Point,"[115.8244911, -33.5747389]",3,,RAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6489744914,node/6489744914,charging_station,,,,NRMA Fast Charger,,,,,Point,"[149.5867462, -33.4191414]",1,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6489763087,node/6489763087,charging_station,,,,NRMA Fast Charger,,,,,Point,"[150.7008205, -34.775569]",,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6489797683,node/6489797683,charging_station,,,,NRMA Fast Charger,,,,,Point,"[152.3814131, -32.0990505]",,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6510389778,node/6510389778,charging_station,,,,,,,,,Point,"[147.1395575, -41.4358155]",,,Chargefox,Q105775824,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6510436415,node/6510436415,charging_station,,,,Mood Food Kempton,24/7,,,,Point,"[147.1888612, -42.5132365]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,1.00 AU/kWh,NextCharge,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6510508421,node/6510508421,charging_station,,,,,,,,,Point,"[146.830594, -41.5279633]",1,,Meander Valley Council,,yes,no,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6512442081,node/6512442081,charging_station,,,,NRMA Fast Charger,,,,,Point,"[150.1752344, -35.7084845]",1,,NRMA,Q6955173,,no,,,,,,,,,,,,,,,,,,,,,,,,,1,50 kW,1,50 kW,,,,,,,,,yes,,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6517096170,node/6517096170,charging_station,,Tesla Supercharger,Q17089620,,,Tesla,6,,Point,"[151.420595, -33.3101932]",,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,en:Tesla Supercharger,"en:Tesla, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6525751310,node/6525751310,charging_station,,Tesla Supercharger,Q17089620,Tesla Supercharger,,Tesla,6,,Point,"[150.6367014, -34.8082768]",,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,en:Tesla Supercharger,"en:Tesla, Inc.",,,120 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6562161992,node/6562161992,charging_station,,,,,,,,,Point,"[144.9211921, -37.7235909]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6566927907,node/6566927907,charging_station,,,,,,,,,Point,"[145.0050847, -37.7401175]",1,,Darebin City Council,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6573455731,node/6573455731,charging_station,,,,,,,,,Point,"[144.9597412, -37.8160073]",4,,RACV,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6573455732,node/6573455732,charging_station,,,,,,,,,Point,"[144.9547665, -37.8163799]",1,,Alto Hotel,,customers,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6573455737,node/6573455737,charging_station,,,,,,,,,Point,"[144.9559119, -37.8132556]",,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6573455738,node/6573455738,charging_station,,,,,,,,,Point,"[144.9618065, -37.8143461]",2,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6573455739,node/6573455739,charging_station,,,,,,,,,Point,"[144.9639555, -37.81826]",2,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6573455740,node/6573455740,charging_station,,,,,,,,,Point,"[144.9707936, -37.8162175]",,,GreenCo,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6573455741,node/6573455741,charging_station,,,,,,,,,Point,"[144.9700374, -37.8153856]",,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6573455742,node/6573455742,charging_station,,,,,,,,,Point,"[144.9730784, -37.8144864]",,,,,customers,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6573455743,node/6573455743,charging_station,,,,,,,,,Point,"[144.9695662, -37.8125596]",2,,Secure Parking,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6573455744,node/6573455744,charging_station,,,,,,,,,Point,"[144.9681379, -37.813368]",,,QT,,customers,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6585408270,node/6585408270,charging_station,,,,Chargefox,,,,,Point,"[144.3113609, -38.3401694]",,,Chargefox,Q105775824,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6585419253,node/6585419253,charging_station,,Chargefox,,,,,,,Point,"[144.8855401, -37.713734]",,,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6595579456,node/6595579456,charging_station,,,,NRMA Fast Charger,,,,,Point,"[151.0698417, -33.8460153]",2,,NRMA,Q6955173,yes,no,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,,,1,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6604720986,node/6604720986,charging_station,,,,,,,,,Point,"[145.6858267, -38.6490505]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6618649725,node/6618649725,charging_station,,,,EVolution,,,,https://evolutionaustralia.com.au/,Point,"[145.1184356, -37.9430275]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6656200736,node/6656200736,charging_station,,,,NRMA Fast Charger,,,,,Point,"[151.7362504, -29.7384627]",,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6656233420,node/6656233420,charging_station,,,,NRMA Fast Charger,,,,,Point,"[150.1611444, -33.4780477]",,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6656345063,node/6656345063,charging_station,,,,NRMA Fast Charger,,,,,Point,"[152.9335121, -29.6881629]",1,,NRMA,Q6955173,,no,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,1,50 kW,1,50 kW,,,,,,,,,yes,50 kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6663145566,node/6663145566,charging_station,,,,,,,,,Point,"[145.279579, -38.0870252]",2,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6695968988,node/6695968988,charging_station,,,,NRMA Fast Charger,,,,,Point,"[153.553519, -28.636313]",2,,NRMA,Q6955173,,no,,,,,,,,,,,,,,,,,,,,,,,,,2,50 kW,2,50 kW,,,,,,,,,yes,100 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6704482109,node/6704482109,charging_station,,,,,,,,,Point,"[144.830228, -37.86395]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6711862737,node/6711862737,charging_station,,,,NRMA Fast Charger,,,,,Point,"[149.8431789, -36.6731502]",2,,NRMA,Q6955173,,,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,https://opendata.transport.nsw.gov.au/dataset/electric-vehicle-charging-stations-nsw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6720432773,node/6720432773,charging_station,,,,,,,,,Point,"[144.9426093, -37.8188089]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6749392356,node/6749392356,charging_station,,,,NRMA Fast Charger,,,,,Point,"[147.317755, -35.7175328]",2,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6749417820,node/6749417820,charging_station,,,,NRMA Fast Charger,,,,,Point,"[148.3253727, -34.8234623]",1,,NRMA,Q6955173,,no,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,1,50 kW,1,50 kW,,,,,,,,,yes,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6753244994,node/6753244994,charging_station,,EVLink,,,,,,,Point,"[151.1833566, -33.7965055]",2,,JET Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6758195608,node/6758195608,charging_station,,,,,,,,,Point,"[146.8959075, -36.0283814]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes, it's at Albury tip!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6759463884,node/6759463884,charging_station,,,,NRMA Fast Charger,,,,,Point,"[148.609354, -32.2493739]",,,NRMA,Q6955173,,,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6773221148,node/6773221148,charging_station,,Yurika,,QESH - Maryborough,,,,,Point,"[152.6988509, -25.5399733]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6773250148,node/6773250148,charging_station,,,,Queensland Electric Super Highway,,,,,Point,"[153.5149307, -28.1640661]",,,Yurika,Q106234391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6773252378,node/6773252378,charging_station,,Chargefox,,Chargefox Gundagai,,,,,Point,"[148.1104046, -35.0021569]",1,Chargefox Gundagai,Chargefox,Q105775824,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,1,50 kW,1,50 kW,,,no,,,,,,,50 kW,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6773252901,node/6773252901,charging_station,,Yurika,,QESH - North Lakes,,,,,Point,"[152.8997448, -27.6821816]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6773287818,node/6773287818,charging_station,,Yurika,,QESH - Hamilton,,,,,Point,"[153.0839368, -27.4443325]",4,,Yurika,Q106234391,,yes,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6773289000,node/6773289000,charging_station,,Yurika,,QESH - Childers,,,,,Point,"[152.278546, -25.235255]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6773304236,node/6773304236,charging_station,,Yurika,,QESH - Cooroy,,,,,Point,"[152.9114294, -26.4170901]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6773336912,node/6773336912,charging_station,,Tesla Supercharger,Q17089620,Tesla Supercharger,,Tesla,6,,Point,"[153.0874707, -26.6537911]",6,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,"en:Tesla, Inc.",,,,120 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6775859672,node/6775859672,charging_station,,,,Melbourne Marriot Hotel,,,,,Point,"[144.9692983, -37.8098361]",1,,,,customers,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6775859673,node/6775859673,charging_station,,,,,,,,,Point,"[144.970523, -37.8101221]",,,Secure Parking,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6775859674,node/6775859674,charging_station,,,,,,,,,Point,"[144.9633222, -37.8055148]",,,Arrow on Swanston,,customers,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6775859675,node/6775859675,charging_station,,,,,,,,,Point,"[144.9669687, -37.8022448]",,,,,customers,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6775859678,node/6775859678,charging_station,,,,,,,,,Point,"[144.9733535, -37.8044709]",2,,Melbourne Museum,,customers,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6775859679,node/6775859679,charging_station,,,,,,,,,Point,"[144.9427005, -37.8014314]",1,,Jet Charge,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6775859680,node/6775859680,charging_station,,,,,,,,,Point,"[144.9428225, -37.801086]",,,The Green Guys,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6775859681,node/6775859681,charging_station,,,,,,,,,Point,"[144.939222, -37.812617]",1,,The District Docklands,,customers,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does this still exist?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
